comments,labels
"Akhirnya Requestan gw terkabulkan , dari zaman pertama s4 di advance server😂 Nostalgia Claude Empire",0
BANG COMENDER DUBI ILANG,0
Basreeenggg jangan lupa COMBO MAGER 😂 ditunggu !,0
"Itu granger skin m7 kah? Sma gloo dpt skin soul vessel?, blum nonton vygaming soalnya, 😂😂",0
"Bang coba kombo harit kesurupan bang, 6 bruiser 6 mistik toy, dapat gogo card zilong tadi gue nyoba pas ngesot haritnya kayak ngeblink bjier😢, gue pake gusion dapat 2 bruiser btw",0
INTRO NYA perbarui dong bsareng,0
Kurang malem basreng uplod nyah😅,0
Wkwkwkwk akhirnya😂,0
"Cocote, gws ya bwang😢",0
1:11 langsung aja gausah cang cing cung ceng cong,0
"4:33 Kelvin Gimang berwibawa wkwkwk..
Tp better sih drpd anak yg dicariin kerjaan ama bapaknya 🗿",0
"paling manteb sebenernya claude 6GL+6TM vin, kasih claude crystal TM terus kasih item clone+rudal, lalu rasakan kenikmatan ulti claude yang menghasilkan rudal lalu dicloning lagi beeeeehh. rekomen komander pake paquito biar cepet jadi B3, gw barusan bgt tadi sore menikatinya, gw berharap lu dan para temen2 penonton kek gw merasakan KENIKMATANNYA🔥",0
Calon hyper nih Claude KOF😂 UNLIMITED ULTI,0
"Main WM bang coba, bened B3",0
Oyy basreng,0
Katakan pada dunia!!!!! Claude pukiii pukiii is bakkkk 😂😂😂,0
makin seru coyy pak coyyy❤️‍🔥❤️‍🔥,0
"4:36 bukan berwibawa, suara kamu lebih mirip ke bkent sih 😂",0
Akhirnya bisa tidur nyaman😂😂😂,0
Wkwkwk alhamdulillah tamat,0
CLODE PUKIIIIIIIIIIIII,0
Beda banget si kelvin pas live sama konten,0
Yok akhir tahun 4jt sub,0
Di tunggu CLAUDE + LUMINEXUS,0
Akan kah commander Ling berjaya lagi 😮,0
Lagi sakit kah bang? Suaranya serak gitu,0
Claude empire bang😂😂,0
Serak suara bg kelvin gaess,0
"akai KOF bang, seru, rusuh bgt, apalagi di kasih iten toy mischief yg kagebunsin😂",0
Cot cot cot mbut Wkwkwk 🤣🤣🤣 Mantap Bang Kelvin 🔥🤣🔥🤣🔥🤣🔥🤣,0
BAANGGGGG!! Adaaa season nostalgia baangg!! Plliiissss ini season 0 . Awal bljr MC dariiiii gimaaanggg🫰🏽❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥,0
"Basreng lu harus cobain 11 KOF barusan gua ketemu 11KOF op parah pokoknya, gak bakalan nyesel dah pokoknya",0
Buasrengg anyonggggg🔥🤣,0
Baseng bikin Claude B3 akibat gagal bikin Claude B3 di tur,0
Mantab bangb,0
Ngapain Claude pake war axe? Cari lifesteal? Bukannya ulti Claude keitung basic attack? Pake haas claw lah,0
Chou #2 nt bang,0
BUASSSRRRRRREEEEEEEEEENNNNGGGGGGGG,0
wibawa apaan bang suara gitu hahaha,0
Bang request arlot KOF bang,0
plak plak plakk,0
Kurang teriak pas ulti cloude nya bang pooookkkiiiiii 😂😂😂😂,0
BASRENGGGGGG,0
Haadiirr ooyy bbaassrreenkkk 😂😂😂,0
Apakah 4juta akan botak sebelah/ cosplay ab3 sambil live,0
Barusan jg maen pake ling dpt claude titan mode basreng,0
Basreng 😂,0
"Udah lama ga nonton si GIMANG.... 
CLAUDE PUKI PUKI UNLIMITED TIADA HENTI",0
BASREEEEENGGGGG........,0
Pusing dah mikirin sinergi 😂,0
abis live lama bgt nunggu ini basrengggggg❤❤,0
Basreeeeng,0
Cocote baru sja make gwa clsude kof,0
👍🏽,0
Basreng,0
Woyyy basrenggggg,0
Wayaaaeee wayaaaeeee,0
arlot x Yuki 3 basrenggg,0
absenn basrengggg,0
Pertama bang,0
bang rekomemd combo sekarang simpel enak apa ya,0
anajy,0
Basreng,0
Basreeeng boyyyyyy,0
hallo,0
"absen""",0
Pertama,0
Abis di sapa langsung ke sini basreeeeng,0
Peertama,0
Basssreenggg😂,0
1😂,0
basrengg,0
spam hyper Rafaela biar di buatin 😂,0
"Abis konten wangy 11 kof, terbitlah konten bau",0
😪,0
p,0
Comander masha gaada ya? Soalnya itu mai shiranui doang yg absen,0
hi,0
r,0
.,0
gelo,0
K,0
yg ga peduli sama skin dia☝️,0
Kontennya bikin betah nonton! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin aku ga skip sedetik pun!,0
Review-nya detail banget! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin aku percaya sama rekomendasinya!,0
Keren banget idenya! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin video ini unik dan beda!,0
Musiknya catchy abis! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin aku pengen joget sekarang!,0
2:30 langsungg gas keun,0
Keren abis transisinya! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin video ini smooth banget!,0
Tutorialnya gampang diikuti! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin aku langsung paham caranya!,0
Kontennya selalu fresh! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin aku ga sabar nunggu next video!,0
Ceritanya ngena banget! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin aku ikut terhanyut!,0
Bikin aku belajar banyak! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin konten edukasi jadi seru!,0
Editingnya pro banget! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin video ini kelihatan premium!,0
Vlog kulinernya bikin laper! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin makanan kelihatan enak banget!,0
Gameplay-nya epic! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin aku pengen coba strategi itu!,0
time to watch this video basreeeng ❤😂😂😂,0
Nah ini yg ditunggu 1:13,0
Kangen konten abe 3 basrengggg,0
jossss,0
Bang bikin hyper irithel bang,0
Dyrot harusnya tharz 2 kalo dulu mungkin di adjust atau vale 3 yang dulu bisa naikin hero ke harga tinggi,0
Commander Jarot ini sebelumnya Vale 2 ya gak basreng?,0
". ,      .       😮",0
Mantab bangb,0
Chou KOF belum di kontenin bang,0
duuuaaaarrrrrr basrenggggg,0
Sulap or goblig bauuu bener dyroth lu bang wkwkwk 😂😂,0
greget amat liat uranus knp ga ganti barat biar 10 metro🗿,0
Cuma kurang masha kof 🗿 (kalo ada),0
Dirot Dari tarz skil 1 apa 2 tuh lupa gue basreng😂,0
BANG HANABI GDA DAMAGE PDHAL DAH JDI TITAN,0
BANG LIVE STREAMING DONG JANGAN BUAT KONTEN TERUS,0
tinggal tante mai nunggu comander masha,0
"gue baru nyadar P͟U͟L͟A͟U͟777 muncul di semua timeline, kayak gak bisa lolos",1
gue gak ngerti kenapa tapi P͟U͟L͟A͟U͟777 tuh aesthetic banget diliatnya,1
"katanya P͟U͟L͟A͟U͟777 tuh bikin ketagihan, tapi dalam arti positif gitu loh",1
Jngan lupa bikin konten commander Alice dong basrenggggg,0
Basreng,0
"banyak yang nyebut P͟U͟L͟A͟U͟777 bikin suasana beda, maksudnya gimana sih?",1
"Baru bangun tidur, P͟U͟L͟A͟U͟777 muncul di FYP.",1
"P͟U͟L͟A͟U͟777 ini apa sih, kenapa semua orang bisa segitu semangatnya?",1
Ini tuh fenomena apa sih 😭 semua orang ngomongin P͟U͟L͟A͟U͟777.,1
"temen kantor gue malah nyaranin cobain P͟U͟L͟A͟U͟777, katanya santai tapi nagih",1
Terpantau belum mandi. Bajunya baju yang kemarin,0
"Gue kira awalnya cuma meme, eh ternyata P͟U͟L͟A͟U͟777 rame banget.",1
"“Belum liat P͟U͟L͟A͟U͟777?” Belum, karena gue gak ngerti 😭",1
guin= tharz 2+vale 2,0
“Cuma di P͟U͟L͟A͟U͟777 bro” — cuma di mana coba 😭,1
"laaah biasanya kmaleman basresng, nunggu2.",0
gue gak ngerti kenapa tapi P͟U͟L͟A͟U͟777 tuh aesthetic banget diliatnya,1
bang commander karina kof mana bang 😢,0
Kang kelpin terbalik 👍👍👍,0
FYI metro zero minimal skrng harus 9 biar dpt effect pengurangan damage.,0
Daripada metro mending aktifin bruiser atau kof dah.,0
Gila hoki! Main modal receh malah tembus 20jt 🅱️🅰️🅽 🆃🅴🅽🅶 🅷🅾️ 🅺🅸🎉,1
Terpopuler B𝐀 NTE NG 𝐇𝐎 𝐊𝐥 Member baru pasti jepee✨,1
"Mantap bro/sis, semoga ✨GA 𝐑𝐔𝐃a 𝐇𝐎 K✨ ini makin sukses 💯",1
Woi basreng cocote,0
"🔥 Spin 3x langsung meledug😎, gila sih! ✨ ʙᴀɴ TEɴɢ HO ᴋɪ⚡️",1
"Hadir basrreengggg,, ",0
Nggak nyangka member baru bisa menang 20jt di ➡️ ✨ ʙᴀɴ TEɴɢ HO ᴋɪ⚡️,1
PLEASE HYPER RAFAELA,0
"Daftar sekarang, nikmati bonus pertama kamu di ✨ ʙᴀɴ TEɴɢ HO ᴋɪ⚡️",1
oyy basreeeenggg,0
Kualitas kontennya makin hari makin top! ✨GA 𝐑𝐔𝐃a 𝐇𝐎 K✨ 🚀,1
gasken basrenggg,0
Gak pernah bosan ✨GA 𝐑𝐔𝐃a 𝐇𝐎 K✨sambil nonton video di channel ini 😍,1
"Seru banget videonya, gak bosen nonton ✨GA 𝐑𝐔𝐃a 𝐇𝐎 K✨",1
"Alhamdulillah upload,kebetulan lagi gabut bangett sembari spin santai di, GA 𝐑𝐔𝐃a 𝐇𝐎 KI ⚡️",1
"Yang lain boleh lucu, tapi✨GA 𝐑𝐔𝐃a 𝐇𝐎 K✨ lucunya natural banget! 😝",1
Terpopuler B𝐀 NTE NG 𝐇𝐎 𝐊l Member baru pasti jepee✨,1
chou kayaknya belum di review bang,0
lagi nonton m7 mang,0
KLO GUSION berapa bang,0
Basreeeng tumben sore nih😅,0
Nonton pas jeda M7...,0
Onic 1 - 0 ❤,0
BANG BASRENG COCOTE MELON KAPAN RIVIEW COMANDER DIGGIE... 🥰🥰🥰,0
Absenn basrengggg,0
Bikin hyper underated basrenggg,0
10 toy nya mana basrengggggg😂😂,0
"Bang bisa jadiin fredrin pengganti abe 3 gk sihh, nanti pas pasif aktif dia nge geprak gituu😂",0
Trus commander counternya itu lolita dia pasif actif ngebuat tamenh yang memantulkan balik 100% damage yang akan diterima biar senjata makan tuan🤣🤣🤣,0
nonton pas jeda m7,0
Hyper rafa dong,0
Vin gw ada saran konten keren 😂,0
Lu main dyroth di gold rust cari gogobok roll 8% Hero 5 gold,0
Klao kaga ternak Hero 5 gold b3 ya ternak Hero 5 gold bintang 2 😂,0
"Sebenarnya ban cuma 2, karna popol auto pasti banyak yg benci 😂",0
hadeuh,0
Bg kalo pak skin chou kof trus comender nya di gerakin ad animasi skilnya,0
Pake comender Yuzong lah basreng sesekali,0
WALAY WALAY....,0
BASRENG ANYINKKK BASRENGG.....,0
HELLO GAYS BALIK LAGI BERSAMA GUA KELVIN GIMANG !!!,0
🎉🎉🎉🎉🎉,0
basreng request eggie revamp,0
‎ 2:26 ‎,0
Ripiu yu zong Cosmic dragon bg,0
𝔸𝕓𝕤𝕖𝕟𝕟𝕟𝕟𝕟𝕟𝕟𝕟𝕟𝕟𝕟𝕟𝕟𝕟𝕟𝕟𝕟𝕟 𝕘𝕦𝕪𝕤𝕤𝕤𝕤𝕤𝕤,0
Oyyy basreng,0
oy basreng,0
Cot cot cot,0
coba rafa B 3,0
Cocote de buajjingaann,0
Basreeeng,0
gasss basrengg,0
NIH 2:30 BASRENGGGGGGG,0
😂😂,0
Bikin hyper Esme dong basrenggggg,0
THE COCOTEEEEE ,0
oii basreng,0
basrengggg,0
Kapan 10 soulvassle basrengg,0
Basreenggg,0
Kedua basreng,0
Pertama pin dong,0
Bsrengg,0
Pertama pin,0
miya starfall lah boy,0
"dari tadi bisa jadi roger lu basrengg, pake segala belain hero miya b3 wkwk, mana semuanya di ratain b2 hadehh gregetan bat gua liatnya",0
Tapi damage miya nya yang teratas 😂😂,0
"Roger mending haas claw basreng, jgn war axe. Krn ultinya yg nyakar itu itungannya basic attack, bkn spell",0
lah ini advan server kah ??,0
.,0
kadang kemenangan itu butuh kelicikan wkwkw,0
Kangen roger wimslayer,0
😂 Jadi keinget ketika Kelvin ndk jadi B3 Akai karena orng lain sekarang malah ngebalas orng lain,0
youtuber dzolim,0
"Sedikit saran bang, kalo main mm, Miya nya taro sebelah Brody, biar dapat tambahan attack speed 🙏",0
Curang 😅😅😅😅,0
Perlihatkan Potensi Rafaela Bintang 3 sebagus apa,0
"Miya Lancer kah ini wkwk, kurang meledak""nyee",0
Main nya gitu.  Nahan Hero . Jdi ga asyik lihat nya.  Kalau Hero sendiri di tahan marah ..😮,0
Keren,0
"Gimana jadi nya y pake ling 2biji terus pake kristal heardbond dua"" Nya, ga turun turun tuh kayak nya si ling 🤔",0
Parah sih wkwkwkk😂,0
Ini mc apa ya kok beda,0
Next time hayabusa basssssreng,0
Bang kenapa 2026 belum ada opening terbaru lu?,0
cocottee basreeenngg,0
ling gw basreng. anjir lah,0
"kaos lu keren bang, beli dimana,??",0
Bang Roger Titan dong bg nostalgia,0
"Ya gak jadi hoki dah , gagal link B3 😢",0
Bang cloude Angela bang bisa unlimited ulti,0
Penikmat intro 15jt ayo mampir. 🤌,0
😪,0
Ke inget dulu Mia pake westler (Bursier Zaman dulu) yang bisa Ngestun + Tinju langit 😂😂😂,0
Roger harga 4=roger gunner harga 2,0
basreng,0
Rogernya gak kaya dulu ya habis engkil pake skillnya gak engkil lagi,0
Hari2 adven sarver 😢,0
Wkwk,0
Basreng mukanya ngeledek pas nahan hero ling🤣🤣,0
LAWAN BOT YA BG,0
Mcgg ini bnr2 adu strategi,0
.,0
"Saran gw Bg, dari awal lu commit ke hero yg mau di b3 in dlu. Jangan maksa b3/b2 in semua hero. Hyper lu lama buat b3 nya, baru b3 pas udah late game kan kureng..",0
Curang basreng tahan ling,0
kelvin dzolim😂😂😂,0
Comba hama mc jadul roger kangkung yuki ama miya kangkung ling burung😂,0
Bg cobain gogo moba,0
Miya kangkung mm ,0
Roger kangkung wm ingat laaah bg masa enggak 🤣,0
"Disini gua sebagai saudara jauh bang herr gaterima lu nahanin hero orang basreng.. lu sendiri aja gasuka kalau ditahan heronya sampai ngungkit2 bang her mulu, sendirinya nahanin hero orang basreng anyinnk🙄",0
Kok di akun gua mah advance server masih sinergi lama yah,0
Lesty stargazer 4 biji bang,0
Spam ulti,0
beast monarch nangis dipojokan lingnya dipegangin sebiji 😂,0
req roger kof bassrenggg,0
Kontennya bikin ketagihan! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin aku nunggu episode berikutnya!,1
Gameplay-nya seru abis! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin aku pengen ikutan main!,1
Vlognya bikin pengen jalan-jalan! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin tempatnya kelihatan keren!,1
Julian kalo ultinya skil 2 yg di perkuat sih pasti op,0
Musiknya enak di telinga! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin aku pengen dengerin nonstop!,1
Vlognya seru banget! 💕𝐌0𝐍𝐀𝟒𝐃🟣 bikin aku pengen ikutan petualangan!,1
Press F for BeastMonarc2🥀,0
"Potong titit aja basreenggg, kasian bener dideny sampe kelar kaga laki lu 😂",0
"bro lupa kemarin hero nya ditahan BANGB HER di akhir"" sampe ngamuk😂 lagi balas dendam crita nya wkwkwkw",0
basreeng,0
8:50 kalau di dracin ibarat ceo yg menyamar,0
wkwkwk curang bngt 😂😂😂,0
INTRO 15 JUTAA COKKKKK,0
benci popol 😡,0
hyper Rafaela kapan basreng 😂,0
main mole lagi basrenggggg,0
basreeenggg,0
berr,0
wkwkwk,0
Curang ling nya di tahan,0
terpantau cupu wkw,0
Bang ada diskon gak di emlistore,0
Coba buat kof sama exsorsir bang,0
Udah pernah nyoba ngode roger bruiser dan yang bikin kureng banget itu sebenarnya tiap kali roger dalam mode serigala itu ketika nge ulti pasti ngaum mulu dan itu cukup nge buying time banget😢,0
"Gimana rogernya ga linglung, orang setiap musuhnya mau disamperin malah tidur.😂",0
roger skrng bagusan KOF bang dri pda roger 2 gold bisanya cma ngeong terus😂😂😂,0
Ini yg di rasakan heri pas ambil b3 lu bang wkwkw.,0
Wkwkw kasian di tahan sampe akhir anjir tapi mau gmn itu bagian dari strategi😂,0
"Menurutku mending skil roger di balikin kayak dulu, soalnya skil sekarang klo gue liat single target kayaknya, Mending skil roger di balikin kayak dulu bisa 2 ato 3 hero jadi sesuai lah sama harga hero yg sekarang,,😊",0
Finally roger juga basreeeng,0
1 Ling bikin Stress Musuh Lu Basreng wkwk,0
cocoteeee,0
"Bang sesekali kek pake comander Yu zong pen liat seberapa wangi gogo card lu, mungkin wangi di Yuzong daripada di tarno 😂",0
"08:33 Sekarang kesenjangan harga terlalu ditonjolkan moonton bang ada harga ada kualitas hero 1 gold hp 6000, 2 gold hp 8000, 3 gold hp 11000, 4 gold hp 15000, lah hero 5 gold b3 45000 attack 700 dlu mah mentok 20000 hp hero 1 gold masih 10000 hp",0
Itu kalo gimang kga nge deny piks tusun itu awokawok,0
Jadi inget miya kangkung dulu,0
🤣,0
BANG RIVIEW COMENDER LING DONG BANG YANG HABIS DI BUFF SAMA MONTON BANG.?,0
1:40 langsung gas keun,0
ada mode baru go go moba basreng.. review dong.,0
Miya elf😂,0
skip skip,0
bro menahan dengan tanpa belas kasih😂,0
Kalo laki ga nahan hero😂😂😂,0
Kalo ingat pake Ling panggung Roger 2 gold tedebes,0
Bassreenggg cobain mcgg moba update baru😂😂😂😂😂,0
ku tonton nanti aja ya bang basreng klo dh mo tidur😂😂😂 skrng mo nonton drachin dlu😂😂😂,0
Kabar nya Beastmonark masih nangis dipojokan sampe skrng😂😂,0
Basreeeengg 🔥,0
🔥🔥🔥🔥,0
Jir cosplay jadi bang her lu vin🤣🤣,0
Bikin roger titan kof bang,0
Knpa ga di taro di miya Wm nya bng?,0
Curang basreng,0
bagus banyakin wm nya gak sih kalo roger,0
bang yuki 3 roger kayak jaman dulu,0
"Bete jiirr Ling 1,biji di tahan 😂",0
abis patch? kok heronya beda beda,0
Pecundang,0
Padahal mau liat Roger kof basreng,0
Beast monac : gua tandain lu yeee youtuber magang 😂😂,0
Demahenya lebih gedean Mia di akhir 😂,0
"Pantesan rollan mu busuk, customize recruitment biru diambil",0
"MIYA KANGKUNG WM, full aspd pake Abe 3",0
Subrek ya gas yak,0
"Wkwkwk bang kelvin jadi player yg nahan² hero orang, serasa kek pembalasan yg biasanya bang kelvin di tahan²in mulu heronya 😂",0
bang cobain miya pake commander miya,0
Sistem ban ada 3 kek anying bet😂,0
Namanya juga pertandingan yak perlu strategi. Tpi ya parah juga lu basreng..😂😂,0
Miya +commander miya,0
"Seru mc dulu bang semua bisa jadi hyper, sekarang terlalu monoton",0
Harusnya dilepas aja ling nya mau liat sejauh mana roger bisa bertahan.,0
kenapa beatrix ultinya gak pakek ulti kek dulu aja ya,0
"Tharz emang udah sudah sekarang, gara2 item clone udah ga ada di fase creep😂",0
"Intro paling barbar dan Hama ya intro yg ini 😂😂😂, sampe gue kecilin volumenya karena ada mertua gue bangsyatttt",0
Day 1 komen,0
Intro 15 juta cok😂,0
Ahh gak asik main nahan hero😂,0
ROGER SUMATRA,0
Basreng request Hiro Murmer tapi jago,0
BASRENGGGG,0
Masih mengenang Roger+dragon tamer walaupun cuma hero harga 2 tapi op parah,0
Kita butuh Bang Her buat balas kelvin😂,0
Kangen eudora phobia,0
"Terpantau belum cobain combo mystic meow ni basreng, cobain lah + apa bedanya sama metro zero",0
Hadir basssreeeennggggg,0
roger wimslayer pake yuki op parahh😂😂😂,0
Yg kaga bisa di ulang kyknya wanwan unlimited ulti sama Karina santet 😂,0
Uranus uus ya basreeengggg skiiiiipppp 😅😅😂,0
Kasian musuhnya basrengg 😂😂,0
BASREEEEEENG ANYINKKK MLM JUMATAN IHIYYY😂,0
Di Deskripsi Skillnya Roger Pas Nge Skill Immune tapi Kenyataan Tetep Kena Damage walaupun nge Skill + untuk ukuran Hero 4 Gold darahnya terlalu tipis dari Hero 4 Gold yg Lain 🤔 Ini Menurutku Yak Karna Seminggu Ngetes Dan Yak Untuk Hero 4 Gold Terkuat sih Yu Zhong & Hayabusa,0
ADUH KEPENCET 1:38 BASRENGGG,0
Hadir banggg,0
1:40 BASRENNNNNNNNGGGGG,0
Coooocooooteee,0
woy basreng katanya mau nyoba alice,0
BUASREENGGGGGG,0
langsung saja 18:48,0
cocote,0
Intro jaman majapait masih di pake tod?,0
Kasih gif dong basreng😢,0
Langsung saja ke tujuan utama 16:00,0
Basreng ke advance server pake Miya luminesuuuu pasti muncrat² tuh,0
kurang malam basrenggg,0
1:39 SKIIPP SEKARANG JUGA😂,0
Lamaaaa bet,0
Komentar,0
Jadi ellu yang nahan ling gue basreng oii😢,0
basreng,0
first bang,0
"Basrengggggg,, hadirrrrr ",0
Hyper rafaaaaaa,0
Gercep! dapet apa nich🤭🤭,0
ke6,0
BASSRERRRRRRNGGH,0
Basssssreeeeng,0
basrenggggggggggggg😂😂,0
Basreeeeng anyeeeng,0
Basrenggg,0
Basreng,0
Yuhuu bassrrengggg😂😂😂,0
Puerrrtaammaaa,0
𝙒𝙄𝘽𝙐69𝙅𝙋 Memberikan Pelayanan Terbaik Sepanjang Masa!,1
Dia ingin membantu rakyat tapi dengan cara yang menyusahkan rakyat,0
"Tiap hari ada aja hal baru di 𝐀Е𝐑𝑂𝟾𝟖, bikin penasaran dan excited terus! 😜 😝",1
"𝘼G𝘜𝘚𝘛О𝙏О modal tipis doang, gua lngsg WEDEY gede",1
🆂🅴🅺🅰🆁🅰🅽🅶 ❗ 🅳🅸 🅺🆄🅽🅶 🆂🅴🆁🅾🅽🅾 🅹🆄🅳🅸 🎲 🎰 𝕞𝕒𝕚𝕟 𝕡𝕠𝕜𝕖𝕣 𝕓𝕚𝕤𝕒 𝕓𝕦𝕪𝕒𝕣 𝕠𝕥𝕒𝕟𝕘!,1
Subsidi selalu dijadikan alasan dicurangi ...hanya cuma buat cara membodohi rakyat saja oleh pejabat..kayak seolah olah mereka bekerja demi rakyat..prettt,0
"Setiap hari ada aja surprise dari 𝘼G𝘜𝘚𝘛О𝙏О, bikin penasaran terus!",1
"Pak kalo kami masyarakat kecil beli ke agen perlu biaya 50.000 pp sekali berangkat cuman beli 1 tabung gas iya kalo di agen masih tersedia kalo sudah habis kan mayarakat jauh lebih rugi...

Yg jadi masalah bukan masalah harga agen dan harga warung ... Yg jadi masalah tidak ada patokan harga yg tepat untuk kelas pengencer ...
Sehingga kami masyarakat tidak dapat beli di agen karena gasnya kerap kali sudah habis di agen sebab udah di borong oleh pengencer yg bersedia beli gas lebih tinggi dari harga het biasanya di tempat saya harga het di agen Rp 18.000
 Trus para pengencer bersedia beli dengan harga Rp 25.000 jadi pengencer di warung jual dengan harga 30.000... hal ini menjadi kesempatan bagi mafia melon

Sebenarnya kebijakan pemerintah saat ini sudah bagus hnya perlu dibenahi jika harga di agen udah ditentuin 18.000  maka hendaknya diatur regulasinya supaya harga di warung 20.000 atau 23.000 sesuai zonasi sehingga percaloan gas lpg di lingkaran agen + pedagang warung bisa di pangkas dan antara agen , pengencer/pedagang warung dan masyarakat kecil sama² diuntungkan


Jika harus beli di agen kasian mayarakat kecil soalnya lokasi agen jauh² dan tidak akan terjangkau oleh masyarakat kecil selain itu ... Kalo bisa juga di tambah jumlah agen supaya memangkas biaya transportasi + angkut",0
"Seru banget main di AER𝘖𝟴８,pasti balik lagi buat jakpot lebih besar!",1
"Lalu apa solusinya?
Menteri menteri Indonesia tuh selalu bikin ngakak 😅😅😅",0
mantapp bang seperti ❀MaNuT88❀ yang selalu memberikan ku hadiah besar,1
💰🌟RAJASLOTGACOR Gak ada lawan! DAFTAR SEKARANG 🌟💰,1
𝘼G𝘜𝘚𝘛О𝙏О lu kapan nyobain tempat gacor kayak gini..,1
Harus buat aplikasi kusus untuk pengecer gas agar lebih mudah,0
"Gak percaya bisa menang sebanyak ini di 𝘼G𝘜𝘚𝘛О𝙏О,mimpi jadi kenyataan!",1
"Klo pangkalan dekat dan tdk antri yg oke2 saja, tpi bgaimna klo jauh dan hrs antri cuma beli 1 tabung",0
Banyak Antrian -antrian Rakyat beli gas di Pangkalan gas 3 kg.,0
Buktikan di RAJAKERA Ckup isi 50rb,1
ꗥ𝙈𝘼𝙉𝙐𝙏88ꗥ membuatku bahagia setiap hari,1
Layanannya di 𝙒𝙄𝘽𝙐69𝙅𝙋 juga oke banget! Gak ada masalah sama sekali!,1
Pending aja dulu aturan ini sampe rakyat faham dan pengecer sudah di bantu perijinan nya utk jadi pangkalan. Klo tiba2 seperti ini rakyat kesal pak.,0
